StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1074,16,Male,Caucasian,Bachelor's,16.24827315247801,4,Yes,Moderate,No,No,No,No,3.300928568970799,B
1075,15,Female,Caucasian,Bachelor's,17.067914670738833,14,No,High,Yes,No,Yes,No,2.200682946560561,D
1076,16,Male,Caucasian,Bachelor's,18.28680885332967,17,No,High,No,Yes,No,No,1.8558655731681932,F
1077,18,Male,Caucasian,Some College,5.305701781721048,3,No,High,No,No,No,No,2.734401494419992,C
1078,18,Female,African American,Bachelor's,18.079061303797783,18,Yes,Low,Yes,Yes,No,No,2.1317372971872284,D
1079,17,Female,Caucasian,None,6.413255094728645,19,No,Low,No,No,No,No,0.9797699107752862,F
1080,18,Female,Other,High School,11.046760269110056,25,No,High,No,Yes,No,No,0.994325023551287,F
1081,17,Male,Other,High School,1.0101494166456426,6,No,Low,No,Yes,No,No,2.0746999767813343,D
1082,18,Female,Asian,Some College,0.8776217673748721,25,No,Moderate,No,No,No,No,0.500508035804656,F
1083,15,Female,African American,High School,14.407464254644058,7,No,None,Yes,Yes,No,No,2.532438417587673,C
1084,18,Male,Asian,High School,8.88959955955582,16,No,Low,No,Yes,No,No,1.4633780357856976,F
1085,17,Female,Caucasian,Some College,5.125847507384352,12,No,High,Yes,Yes,No,No,2.342836773191855,D
1086,17,Female,Asian,Bachelor's,3.808269920498204,23,No,High,No,No,No,No,1.1588463344506037,F
1087,16,Female,Caucasian,High School,13.399069817184362,20,Yes,Low,Yes,No,Yes,Yes,1.5237487447337323,F
1088,15,Male,Asian,High School,0.0080308805067974,27,No,Low,No,No,Yes,No,0.0,F
1089,18,Male,Caucasian,High School,16.117823383937086,22,No,None,Yes,No,Yes,No,1.0586220144439875,F
1090,16,Male,Asian,High School,1.5849921225985764,10,No,Moderate,No,No,Yes,Yes,2.2297401841747666,D
1091,18,Male,Other,High School,3.829792298162389,26,No,Low,No,No,No,Yes,0.1947432807455151,F
1092,18,Female,Caucasian,Some College,7.724727905981792,0,No,Moderate,Yes,Yes,No,No,3.5069200713692137,A
1093,16,Male,Caucasian,Some College,9.697174794322072,1,Yes,High,No,No,No,No,3.552286943350944,A
1094,16,Male,Other,Some College,7.099902316278836,16,Yes,High,No,Yes,No,No,2.23849135429023,D
1095,16,Female,Caucasian,High School,6.414243299685878,4,No,Low,Yes,Yes,No,No,2.7084723438568763,C
1096,16,Female,Asian,Bachelor's,19.278320241463767,29,No,High,No,No,No,Yes,0.7329082339013866,F
1097,16,Female,African American,High School,12.831593624867883,29,No,Very High,No,No,Yes,No,0.9654824453045304,F
1098,18,Male,Caucasian,Some College,0.4686591073477641,5,No,Moderate,No,Yes,No,No,2.5552328599380942,C
1099,16,Male,Caucasian,Bachelor's,8.603518168886264,25,No,Moderate,Yes,No,Yes,Yes,0.7443222999212357,F
1100,15,Male,Caucasian,High School,17.500173994879404,24,No,Moderate,No,No,No,No,0.7220565813951911,F
1101,17,Female,Asian,High School,6.029123728213359,23,Yes,Low,Yes,Yes,No,Yes,1.2712295298373406,F
1102,16,Female,Caucasian,Bachelor's,1.8911268954877647,6,No,High,Yes,No,Yes,Yes,2.52614214142023,C
1103,16,Male,African American,High School,15.167695431798355,27,No,High,Yes,Yes,No,No,0.9424153953595232,F
1104,18,Female,Caucasian,Some College,12.120276638721624,20,Yes,Moderate,No,Yes,No,No,1.515639098395023,F
1105,16,Female,African American,None,11.406250156530078,29,No,High,Yes,No,No,No,0.6482739267081915,F
1106,16,Female,Asian,Some College,1.0715311921481585,14,No,High,No,Yes,Yes,Yes,2.0488500821388604,D
1107,16,Male,Other,High School,2.8099801959103465,18,No,None,Yes,No,No,Yes,0.8422959992571388,F
1108,18,Female,Caucasian,None,12.450987924262275,15,No,Low,No,Yes,No,No,1.4641879236906472,F
1109,16,Female,Asian,Some College,4.156476829176716,24,Yes,High,Yes,Yes,No,No,1.487946865169799,F
1110,17,Male,Asian,High School,10.081401594968488,12,Yes,Very High,No,No,No,No,2.587565796370635,C
1111,18,Male,African American,High School,10.89763372058787,4,Yes,High,No,No,No,No,3.2208069781948727,B
1112,17,Female,Other,None,5.670143805418788,2,Yes,Very High,No,No,Yes,No,3.5451594318003106,A
1113,18,Female,Caucasian,High School,18.968503110829857,2,No,Moderate,No,No,No,No,3.0895989530746477,B
1114,16,Male,Caucasian,High School,16.8492821367115,18,Yes,Low,No,Yes,Yes,No,1.919956439918208,F
1115,17,Male,Asian,None,14.44747015265597,13,Yes,Moderate,No,No,No,No,2.198593184586961,D
1116,18,Female,Caucasian,Bachelor's,1.5598773281881817,15,No,None,No,No,No,Yes,0.8782126167627767,F
1117,15,Female,Asian,None,2.122600386180389,21,No,High,Yes,No,Yes,No,1.340368647512407,F
1118,16,Female,Asian,Some College,9.855626917299114,16,No,Very High,No,No,No,No,1.8195113357139088,F
1119,18,Female,Caucasian,High School,3.214266983819713,26,No,High,No,Yes,No,No,0.6193509314675341,F
1120,15,Male,Asian,High School,19.56530927058948,3,No,Moderate,Yes,No,Yes,Yes,3.619460869693516,A
1121,18,Female,Caucasian,Bachelor's,3.170404680548189,12,Yes,Low,Yes,Yes,No,No,2.17490279620988,D
1122,15,Female,African American,High School,9.74935670927948,7,Yes,Low,No,Yes,Yes,No,2.974406014911044,C
1123,16,Male,African American,Higher,7.282421136830108,18,No,Moderate,No,No,No,No,0.9807358437488028,F
1124,17,Female,Other,High School,12.78772842908196,4,No,High,No,No,No,No,3.101673809015105,B
1125,15,Male,Caucasian,Some College,2.5807281777884983,1,Yes,Moderate,Yes,No,Yes,No,3.4982573417733205,B
1126,18,Female,Caucasian,Some College,8.606328560847817,14,No,Very High,Yes,No,No,No,2.590553445052984,C
1127,16,Female,African American,Bachelor's,5.494100656142873,1,No,High,Yes,No,No,No,3.5350037581843186,A
1128,15,Male,Asian,Some College,17.75503049343376,10,Yes,Low,No,Yes,No,No,2.8199217452931866,C
1129,18,Male,African American,Some College,0.8117142426939017,12,Yes,Low,Yes,Yes,No,No,2.0165967745176614,D
1130,18,Female,Caucasian,High School,18.274549880129182,22,Yes,High,No,No,No,No,1.3711850388917164,F
1131,18,Female,Caucasian,High School,16.65988277106001,9,No,Low,No,No,No,No,2.1047955879699045,D
1132,15,Female,Caucasian,Bachelor's,5.951414328816309,2,No,High,No,No,No,No,3.030439088696523,B
1133,15,Male,Asian,High School,15.785813093542094,4,Yes,Moderate,No,Yes,No,No,3.58242187231196,A
1134,15,Female,Caucasian,High School,0.6242712067749512,2,No,Low,Yes,No,No,No,2.4265467060392454,D
1135,17,Male,Caucasian,Some College,19.33731100586787,5,Yes,Moderate,Yes,No,No,No,3.161436270258364,B
1136,15,Male,Other,High School,10.531898851795788,12,No,Moderate,Yes,No,No,No,2.122638529628868,D
1137,15,Female,Caucasian,Higher,6.065620521308905,9,No,High,No,Yes,No,No,2.204860580997317,D
1138,15,Male,Other,Some College,7.251664251893541,18,No,None,Yes,No,Yes,Yes,1.182987500498048,F
1139,17,Female,African American,Some College,1.3281070692099473,7,No,High,Yes,No,No,No,2.7387957163436,C
1140,15,Female,Asian,Bachelor's,19.786990280840783,17,Yes,High,No,No,No,No,2.2379013009826028,D
1141,18,Female,Caucasian,None,0.7858389030138491,2,No,High,Yes,No,No,No,3.139481546380388,B
1142,15,Female,Caucasian,High School,13.09814246295718,23,Yes,None,Yes,Yes,No,No,1.0460447710800969,F
1143,18,Female,Asian,Some College,8.854718554129166,23,Yes,High,No,No,No,No,0.8164582452137992,F
1144,18,Male,Asian,High School,18.978324363774306,16,No,Moderate,Yes,No,Yes,No,2.03354462052118,D
1145,18,Male,Asian,Some College,4.919994806135904,7,Yes,Moderate,Yes,Yes,No,No,2.432078522782237,D
1146,17,Female,Caucasian,Bachelor's,10.641736478760226,9,No,High,Yes,No,No,No,2.6597713195279016,C
1147,17,Female,Asian,Some College,9.64712417165506,1,Yes,Moderate,Yes,No,No,Yes,3.588887939765012,A
1148,17,Male,Asian,High School,14.057328881002029,11,No,High,No,Yes,No,No,2.3145876278110027,D
1149,15,Male,African American,Higher,1.3602046390484102,22,No,Low,Yes,Yes,No,Yes,1.00722582021403,F
1150,18,Male,Asian,Some College,3.875782600467097,5,No,High,Yes,No,No,No,2.8816123214605245,C
1151,17,Male,Asian,Some College,4.291296401856997,1,No,Low,No,Yes,Yes,No,2.804504928911685,C
1152,17,Female,African American,High School,14.763015096833794,20,Yes,High,No,Yes,No,No,1.7629211240998668,F
1153,15,Female,Caucasian,Bachelor's,3.7827739265348015,22,No,Very High,Yes,No,No,Yes,1.11991126295732,F
1154,17,Male,Caucasian,Some College,11.469835277819534,23,No,Moderate,No,No,No,No,1.0306575057198797,F
1155,15,Female,Caucasian,Some College,4.304876410019074,2,No,Moderate,Yes,No,No,No,3.0756193536614336,B
1156,16,Male,Caucasian,Bachelor's,17.232499001679567,16,Yes,High,Yes,Yes,No,No,2.631434065124418,C
1157,17,Female,Caucasian,High School,18.84370908979277,28,No,None,No,Yes,Yes,Yes,0.5030669073279145,F
1158,16,Male,Caucasian,Some College,10.369859498844807,6,No,Moderate,No,No,No,No,2.784237837142815,C
1159,15,Female,Caucasian,Bachelor's,7.046177684183565,28,No,Moderate,No,No,No,No,0.2476267650865634,F
1160,18,Male,Caucasian,High School,4.681155500349982,20,No,High,No,No,No,Yes,1.189548769618786,F
1161,17,Male,Asian,Some College,0.9956200304608752,4,Yes,High,Yes,No,No,Yes,3.3759940088028397,B
1162,15,Female,Other,Bachelor's,5.370001523949908,22,Yes,High,No,No,No,No,1.293573556445951,F
1163,18,Male,Caucasian,Some College,13.084715598906358,0,Yes,High,No,No,Yes,Yes,3.7185869042869646,A
1164,18,Female,Other,Some College,10.672338626184215,7,No,High,Yes,No,No,No,2.670559614819829,C
1165,16,Female,African American,Bachelor's,18.880825565618547,11,Yes,Moderate,Yes,No,No,No,2.369648013449619,D
1166,15,Male,Caucasian,Bachelor's,7.925545249834012,13,No,Moderate,No,Yes,No,No,1.6244868202221543,F
1167,18,Female,Caucasian,High School,13.87726684656789,15,Yes,Moderate,Yes,Yes,No,No,2.5374768278143587,C
1168,17,Female,African American,None,9.786454949502428,9,No,Very High,No,Yes,No,No,2.298417928509479,D
1169,17,Female,Asian,Some College,10.251524318484233,14,No,High,Yes,No,No,No,2.2598041504961186,D
1170,16,Female,Asian,Some College,5.35548629208235,20,No,Moderate,No,Yes,No,No,1.3213433008698847,F
1171,18,Female,Caucasian,Some College,9.099015536839994,23,No,High,No,Yes,No,No,0.9499742281238568,F
1172,15,Male,Caucasian,Some College,9.415699940254145,25,No,Moderate,Yes,No,No,Yes,0.818786616073051,F
1173,17,Female,Caucasian,High School,14.132850434978678,14,Yes,High,No,No,No,No,2.3392245127535936,D
1174,18,Female,Caucasian,Some College,18.81279998372228,9,No,Moderate,No,Yes,No,No,2.6827762879633723,C
1175,18,Female,Caucasian,High School,6.586425549650086,20,Yes,Low,Yes,No,No,No,1.543837471085622,F
1176,16,Female,Caucasian,Some College,0.8440093716259689,27,No,High,Yes,No,No,No,0.1969011048236224,F
1177,17,Female,Asian,Some College,9.925902510012794,6,No,High,No,No,No,No,2.748610257448085,C
1178,17,Male,Other,High School,10.889226642983372,25,Yes,Moderate,Yes,No,Yes,No,1.1048937876999445,F
1179,15,Female,Caucasian,High School,3.368811022638305,2,No,Moderate,Yes,No,No,No,2.553439811443938,C
1180,17,Male,Other,Some College,15.209292125521332,1,No,High,Yes,No,No,Yes,3.2742334588098787,B
1181,15,Male,Caucasian,Some College,19.698582168829837,5,Yes,High,No,No,No,No,3.1860603780389143,B
1182,17,Male,Caucasian,High School,18.915494340169214,20,No,High,Yes,No,No,No,1.722115750240589,F
1183,16,Male,Caucasian,Higher,3.942120776473044,8,No,Moderate,Yes,Yes,No,No,2.3380463575903736,D
1184,17,Female,African American,Some College,17.507264798015214,9,Yes,Very High,Yes,Yes,No,No,3.273998748434336,B
1185,15,Male,Other,Higher,14.089872728233694,3,No,High,No,No,No,No,2.993502391205279,C
1186,15,Male,African American,Some College,9.076931276138232,26,Yes,High,Yes,No,No,No,0.8963978990233954,F
1187,16,Female,Caucasian,Some College,10.812219886494582,2,No,High,No,No,No,No,2.9610552588035977,C
1188,17,Female,African American,Bachelor's,16.99200349964916,8,No,Low,Yes,No,No,No,2.6743510954520984,C
1189,17,Female,Caucasian,Some College,9.602698792767464,23,No,None,Yes,Yes,No,No,1.2178731513333656,F
1190,16,Male,Asian,Some College,7.464147382102537,21,Yes,High,No,No,No,No,1.36559111032951,F
1191,17,Female,African American,High School,9.864949860519715,16,No,Moderate,No,No,No,Yes,1.5222748446854282,F
1192,17,Female,Caucasian,Some College,11.582596080700982,13,Yes,High,No,No,No,No,2.2314023973705024,D
1193,15,Male,African American,High School,3.781553075566977,9,No,Moderate,Yes,No,No,No,2.135266354890094,D
1194,17,Female,African American,High School,18.018154605339813,12,No,Moderate,No,No,No,No,2.255698914963147,D
1195,17,Female,Caucasian,None,13.483738976592276,11,Yes,Low,Yes,No,Yes,No,2.751145787611705,C
1196,16,Female,African American,None,12.665378346749778,26,No,High,Yes,Yes,No,No,0.8976341586164038,F
1197,16,Female,Caucasian,Higher,1.9899245236127627,0,No,Low,Yes,No,No,Yes,3.117354434785501,B
1198,18,Male,Asian,High School,12.083478763451836,27,No,High,Yes,No,Yes,No,1.2875951312580094,F
1199,15,Female,Asian,Some College,2.4192132447698467,21,No,Moderate,No,No,No,No,0.5710530980330257,F
1200,17,Female,Asian,Bachelor's,1.573953503907981,28,No,High,Yes,No,No,No,0.5813557994949716,F
1201,17,Male,African American,Some College,10.546217912847863,18,No,Low,No,No,Yes,No,1.6434624040739565,F
1202,18,Female,African American,High School,8.055710680929899,18,No,Low,No,No,No,No,1.2348440407820207,F
1203,17,Male,Caucasian,Some College,11.776205403124465,5,No,High,No,Yes,No,Yes,2.968093619579765,C
1204,15,Female,Asian,Some College,1.784443361144772,12,No,Moderate,Yes,No,No,No,2.009298479722319,D
1205,18,Male,Caucasian,Some College,8.619661256945168,18,No,Low,Yes,No,No,No,1.146086034129592,F
1206,15,Male,Caucasian,Some College,3.4957343009031594,12,Yes,Very High,No,No,No,No,2.1923631978552875,D
1207,18,Male,Caucasian,Higher,19.74200171848233,26,Yes,Low,Yes,No,No,No,0.94573087329995,F
1208,18,Male,Caucasian,Some College,11.223004248703488,25,No,Moderate,Yes,No,No,No,0.5672500284902902,F
1209,16,Female,African American,High School,13.748737218817348,21,No,Low,No,No,No,No,0.9707643470928292,F
1210,15,Male,Caucasian,Some College,6.508365613652156,20,Yes,Moderate,Yes,No,Yes,Yes,1.6560601255004677,F
1211,17,Female,Asian,None,1.894778295586883,3,No,Moderate,No,No,Yes,No,2.8393132491560324,C
1212,17,Male,Caucasian,Bachelor's,19.517417255670733,23,No,Low,No,No,Yes,Yes,0.189818059909026,F
1213,15,Male,Caucasian,High School,5.7251807076636645,1,No,High,Yes,No,No,No,3.25829468502287,B
1214,17,Male,African American,High School,8.476163703471485,14,Yes,Moderate,No,No,No,No,1.9200558526588956,F
1215,17,Female,Caucasian,Bachelor's,12.9972784340515,11,No,High,No,No,No,No,2.0217714943693785,D
1216,15,Male,Caucasian,Some College,0.4939459537222257,29,Yes,Low,Yes,No,No,No,0.1259330746249498,F
1217,18,Female,Asian,High School,16.205182610345737,26,Yes,Moderate,Yes,No,No,No,1.2870134123902284,F
1218,15,Female,Caucasian,Some College,10.731563800572406,6,No,None,Yes,No,Yes,No,2.591426703229313,C
1219,18,Female,Asian,Bachelor's,5.564343741376443,19,Yes,High,No,No,No,No,1.4633796485356,F
1220,17,Female,Caucasian,High School,1.232159705849385,17,No,High,No,No,No,No,1.465549386433812,F
1221,17,Female,Caucasian,Bachelor's,3.2499683094888288,22,No,High,Yes,Yes,No,Yes,1.710466837709535,F
1222,17,Female,Asian,None,17.900677177068737,12,No,Moderate,No,Yes,No,Yes,2.288505685252231,D
1223,16,Female,Caucasian,Some College,13.72048447871782,16,No,High,No,No,Yes,No,1.9609688486532324,F
1224,18,Female,Caucasian,Bachelor's,4.998034432737796,3,No,High,No,No,No,No,2.6216233262773407,C
1225,16,Female,Caucasian,High School,1.3120152989005909,24,No,None,Yes,No,No,No,0.7683163859836675,F
1226,16,Male,Caucasian,Some College,13.812306247732726,13,No,Low,No,No,Yes,No,1.8064063454058108,F
1227,15,Male,Asian,High School,11.448154519355302,19,No,Moderate,No,No,No,No,0.88186635307777,F
1228,16,Male,Caucasian,Some College,8.090390489164701,27,No,High,No,Yes,No,No,0.8170682206563473,F
1229,15,Male,Asian,Some College,7.272228983801277,12,Yes,None,No,No,No,No,1.4461325277019692,F
1230,15,Male,Asian,Some College,4.336285518582166,2,No,High,No,Yes,No,No,3.339094362200312,B
1231,16,Female,Caucasian,High School,13.392225130750353,25,No,Moderate,No,No,No,No,0.8196254779474454,F
1232,18,Female,Other,High School,19.41336055587741,25,No,Moderate,No,No,No,No,0.6768179731112823,F
1233,18,Female,Caucasian,None,3.514304916736517,17,No,Low,No,Yes,No,Yes,1.3895448744649723,F
1234,18,Female,Other,High School,11.942332400310068,13,No,Moderate,No,Yes,No,Yes,1.9915084140251773,F
1235,18,Female,Caucasian,Some College,8.483701114919524,14,No,None,No,Yes,No,No,1.6398675504146123,F
1236,18,Female,African American,Bachelor's,8.933774434893298,2,No,None,No,Yes,No,No,2.511743020605421,C
1237,16,Female,Caucasian,Some College,5.082945602556288,0,No,High,No,No,Yes,No,2.9839199495864985,C
1238,16,Male,Caucasian,Some College,16.50269751322838,25,Yes,Moderate,No,No,Yes,No,1.25865485443205,F
1239,17,Male,African American,Higher,9.705112082944822,23,Yes,Moderate,No,No,No,No,1.4179299273727557,F
1240,18,Male,Asian,Some College,10.86811704396528,16,No,Low,Yes,No,Yes,No,1.5970165723817666,F
1241,16,Male,Caucasian,Bachelor's,6.095218255946515,2,Yes,Moderate,No,Yes,No,No,3.08869986818596,B
1242,17,Female,Caucasian,Some College,3.636169313338995,13,No,None,Yes,Yes,No,No,1.6413414427787147,F
1243,18,Female,Asian,High School,1.7182077640564095,2,No,Moderate,No,Yes,No,No,2.5868706562634283,C
1244,15,Female,African American,None,14.282382818498318,12,Yes,Moderate,No,No,No,No,2.389032645212185,D
1245,17,Male,Other,Some College,3.924685633757112,14,No,Moderate,Yes,No,No,No,1.8981464002812247,F
1246,16,Female,Asian,High School,13.801507083775954,17,No,Very High,No,Yes,No,No,2.1104879749817496,D
1247,15,Female,Other,High School,7.807528920939077,13,No,Moderate,No,No,No,No,1.7002735894049137,F
1248,15,Female,Asian,Some College,8.315496019793029,20,No,Moderate,Yes,No,No,No,1.0444999950877136,F
1249,15,Male,Caucasian,Some College,9.383549921855431,25,No,Moderate,No,Yes,No,No,1.1941661337644758,F
1250,17,Female,Caucasian,Some College,7.354170162550863,2,No,Low,No,No,Yes,No,2.6491368281965504,C
1251,16,Male,Asian,High School,2.0123995444518017,18,No,High,No,Yes,No,No,1.2341413889277302,F
1252,15,Male,African American,High School,6.192636200056915,7,No,Moderate,Yes,No,No,No,2.127408865912826,D
1253,18,Male,Caucasian,Some College,13.274687213878767,3,Yes,Low,Yes,No,No,No,2.913887649138132,C
1254,15,Male,Caucasian,Higher,13.31568802937742,3,No,High,No,No,No,Yes,3.119393913150377,B
1255,15,Female,Other,Some College,5.724486144799887,18,Yes,None,No,No,No,No,1.0363787383257312,F
1256,17,Male,African American,Bachelor's,9.20205253115376,10,No,Very High,Yes,No,No,Yes,2.403284547023526,D
1257,17,Male,Caucasian,Some College,3.8689445602387496,0,Yes,High,No,No,No,No,3.1565080639094454,B
1258,16,Female,Caucasian,Some College,4.207441630596716,7,Yes,Moderate,No,Yes,Yes,No,2.723471858740064,C
